Subscription Name,Subscription ID,Account Used,Role,Capability,Reason
p-aus01,61128873-7a55-425e-adc8-59bdba75d668,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/61128873-7a55-425e-adc8-59bdba75d668/resourceGroups/PAUS01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPAUS01ALASBLKBSA01-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/61128873-7a55-425e-adc8-59bdba75d668/resourceGroups/PAUS01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPAUS01ALASBLKBSA01-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
p-can01,a04a9ac3-f136-4f02-8eb1-9fbd4c805f50,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/a04a9ac3-f136-4f02-8eb1-9fbd4c805f50/resourceGroups/PCAN01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPCAN01ALASBLKBSA00-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/a04a9ac3-f136-4f02-8eb1-9fbd4c805f50/resourceGroups/PCAN01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPCAN01ALASBLKBSA00-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
p-eur01,9e37b779-7f77-4259-ade8-f9600cb7b49d,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/9e37b779-7f77-4259-ade8-f9600cb7b49d/resourceGroups/PEUR01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPEUR01ALASBLKBSA00-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/9e37b779-7f77-4259-ade8-f9600cb7b49d/resourceGroups/PEUR01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/DPPEUR01ALASBLKBSA00-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
p-usa01,cea9c369-3f9a-443a-a9a3-c936ba6820e8,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/cea9c369-3f9a-443a-a9a3-c936ba6820e8/resourceGroups/ES-AZURE-PIPELINES/providers/Microsoft.Network/networkInterfaces/ESDEVOPSPOOL-KEYVAULT.NIC.887A7EEB-4DEE-4826-86AE-F276E1BD978D' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/cea9c369-3f9a-443a-a9a3-c936ba6820e8/resourceGroups/ES-AZURE-PIPELINES/providers/Microsoft.Network/networkInterfaces/ESDEVOPSPOOL-KEYVAULT.NIC.887A7EEB-4DEE-4826-86AE-F276E1BD978D' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S10,286f7c3f-377d-464f-8a92-c186399a2582,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/286f7c3f-377d-464f-8a92-c186399a2582/resourceGroups/S10ABGF01DBS01RG/providers/Microsoft.Network/networkInterfaces/S10ABGF01DBS02_PRIVATEENDPOINT-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/286f7c3f-377d-464f-8a92-c186399a2582/resourceGroups/S10ABGF01DBS01RG/providers/Microsoft.Network/networkInterfaces/S10ABGF01DBS02_PRIVATEENDPOINT-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S12,89dc57c8-df88-4356-be77-807e5a482226,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/89dc57c8-df88-4356-be77-807e5a482226/resourceGroups/S12ARBK01RSV01BLKBRG/providers/Microsoft.Network/networkInterfaces/S12ARBK01RSV01BLKBARCHPEP.NIC.23E7CB4C-E0BC-471D-92F0-AB4729489AE2' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/89dc57c8-df88-4356-be77-807e5a482226/resourceGroups/S12ARBK01RSV01BLKBRG/providers/Microsoft.Network/networkInterfaces/S12ARBK01RSV01BLKBARCHPEP.NIC.23E7CB4C-E0BC-471D-92F0-AB4729489AE2' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S20,39a03bdf-ce1d-41ef-839d-ab040887a132,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/39a03bdf-ce1d-41ef-839d-ab040887a132/resourceGroups/S20AOPS01MGH01BLKBRG/providers/Microsoft.Network/networkInterfaces/S20AOPS01MGH01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/39a03bdf-ce1d-41ef-839d-ab040887a132/resourceGroups/S20AOPS01MGH01BLKBRG/providers/Microsoft.Network/networkInterfaces/S20AOPS01MGH01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S21,69bc57af-732e-4b0a-aefc-5992160ca36c,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/69bc57af-732e-4b0a-aefc-5992160ca36c/resourceGroups/S21ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S21ACTX01CNA04A609' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/69bc57af-732e-4b0a-aefc-5992160ca36c/resourceGroups/S21ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S21ACTX01CNA04A609' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S22,75f07d7f-0c13-406c-81d7-09ece0371691,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/75f07d7f-0c13-406c-81d7-09ece0371691/resourceGroups/S22ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S22ACTX01CNA04A737' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/75f07d7f-0c13-406c-81d7-09ece0371691/resourceGroups/S22ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S22ACTX01CNA04A737' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S23,836028b0-c7c0-4475-af24-442c5189e404,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/836028b0-c7c0-4475-af24-442c5189e404/resourceGroups/S23ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S23ACTX01CNA04A402' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/836028b0-c7c0-4475-af24-442c5189e404/resourceGroups/S23ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S23ACTX01CNA04A402' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S24,d39c1190-e903-4a60-b4e3-8d6b999f6f15,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/d39c1190-e903-4a60-b4e3-8d6b999f6f15/resourceGroups/S24ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S24ACTX01CNS04BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/d39c1190-e903-4a60-b4e3-8d6b999f6f15/resourceGroups/S24ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S24ACTX01CNS04BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S26,34659578-4332-4feb-a83b-f926816041e7,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/34659578-4332-4feb-a83b-f926816041e7/resourceGroups/S26ACRM16FTP01BLKBRG/providers/Microsoft.Network/networkInterfaces/S26ACRMFTP01BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/34659578-4332-4feb-a83b-f926816041e7/resourceGroups/S26ACRM16FTP01BLKBRG/providers/Microsoft.Network/networkInterfaces/S26ACRMFTP01BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S27,ccde8cc3-282b-40fb-a6ae-ca8665e17f95,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ccde8cc3-282b-40fb-a6ae-ca8665e17f95/resourceGroups/S27AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S27AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ccde8cc3-282b-40fb-a6ae-ca8665e17f95/resourceGroups/S27AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S27AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S28,64e519bc-cea1-4942-b0ad-8f0eefc9ba6a,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/64e519bc-cea1-4942-b0ad-8f0eefc9ba6a/resourceGroups/S28AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S28AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/64e519bc-cea1-4942-b0ad-8f0eefc9ba6a/resourceGroups/S28AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S28AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S29,f74455e7-c211-4447-bf4a-637ea72160ea,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f74455e7-c211-4447-bf4a-637ea72160ea/resourceGroups/S29ACRM01WEB01BLKBRG/providers/Microsoft.Network/networkInterfaces/S29ACRM01WEB01BLKBNIC0C' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f74455e7-c211-4447-bf4a-637ea72160ea/resourceGroups/S29ACRM01WEB01BLKBRG/providers/Microsoft.Network/networkInterfaces/S29ACRM01WEB01BLKBNIC0C' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S36,c06b2481-54fa-4354-816f-935ce4283ee6,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c06b2481-54fa-4354-816f-935ce4283ee6/resourceGroups/S36AOPS01MGH01BLKBRG/providers/Microsoft.Network/networkInterfaces/S36AOPS01MGH01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c06b2481-54fa-4354-816f-935ce4283ee6/resourceGroups/S36AOPS01MGH01BLKBRG/providers/Microsoft.Network/networkInterfaces/S36AOPS01MGH01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S40,594b1ca6-9e11-4d85-9baf-1f1deaabba1c,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/594b1ca6-9e11-4d85-9baf-1f1deaabba1c/resourceGroups/S40ACSR01LBM01BLKBRG/providers/Microsoft.Network/networkInterfaces/S40ACSR01LBM01BLKBGNIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/594b1ca6-9e11-4d85-9baf-1f1deaabba1c/resourceGroups/S40ACSR01LBM01BLKBRG/providers/Microsoft.Network/networkInterfaces/S40ACSR01LBM01BLKBGNIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S41,6bc7702e-87d1-42be-aa65-b984d750231d,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/6bc7702e-87d1-42be-aa65-b984d750231d/resourceGroups/S41ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S41ACTX01CNA04A513' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/6bc7702e-87d1-42be-aa65-b984d750231d/resourceGroups/S41ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S41ACTX01CNA04A513' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S42,bdaa1b3a-cfcf-4fca-ad6f-d36654ff44f5,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/bdaa1b3a-cfcf-4fca-ad6f-d36654ff44f5/resourceGroups/S42ACSR01RDS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S42ACSR01RDS01BLKBPE.NIC.8A7B11E4-4B6C-44D9-9512-C184EF43093F' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/bdaa1b3a-cfcf-4fca-ad6f-d36654ff44f5/resourceGroups/S42ACSR01RDS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S42ACSR01RDS01BLKBPE.NIC.8A7B11E4-4B6C-44D9-9512-C184EF43093F' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S45,6fa24ab6-2af5-4ab2-aef0-f5446b043476,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/6fa24ab6-2af5-4ab2-aef0-f5446b043476/resourceGroups/RG-PROD-US-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S45AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/6fa24ab6-2af5-4ab2-aef0-f5446b043476/resourceGroups/RG-PROD-US-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S45AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S46,3bcaa40f-3d9b-4e6d-9218-abb0caf87bd3,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/3bcaa40f-3d9b-4e6d-9218-abb0caf87bd3/resourceGroups/RG-PROD-AU-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S46AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/3bcaa40f-3d9b-4e6d-9218-abb0caf87bd3/resourceGroups/RG-PROD-AU-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S46AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S47,530a7eee-f22d-4641-bb2d-5911586ac2d7,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/530a7eee-f22d-4641-bb2d-5911586ac2d7/resourceGroups/RG-PROD-CA-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S47AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/530a7eee-f22d-4641-bb2d-5911586ac2d7/resourceGroups/RG-PROD-CA-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/S47AGMK01GMG01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S48,7044fc36-532d-4775-b808-1e4a4c744936,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/7044fc36-532d-4775-b808-1e4a4c744936/resourceGroups/RG-PROD-EU-MANAGEMENT-AUTOMATION-001/providers/Microsoft.Network/networkInterfaces/S48AGMK01MHB01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/7044fc36-532d-4775-b808-1e4a4c744936/resourceGroups/RG-PROD-EU-MANAGEMENT-AUTOMATION-001/providers/Microsoft.Network/networkInterfaces/S48AGMK01MHB01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S51,2f7f1889-03f5-42e0-bad3-f75abc161562,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/2f7f1889-03f5-42e0-bad3-f75abc161562/resourceGroups/S51ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S51ACTX01CNA04A313' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/2f7f1889-03f5-42e0-bad3-f75abc161562/resourceGroups/S51ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S51ACTX01CNA04A313' or the scope is invalid. If access was recently granted, please refresh your credentials."
