Subscription Name,Subscription ID,Organization,Environment,Resource Group,VNet,Subnet,Address Prefix,Verdict,Peered To Hub,Hub Connection,Route Table,Default Route Next Hop Type,Default Route Next Hop IP,Offending Routes,Evidence,Notes,Evaluated By Account
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,appgwy_dummy_crm03_v1,10.20.100.0/24,NOT_EVALUATED,True,d01ablkbvn,,,,,INFERRED,INFERRED (no NIC present): VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,appgwy_dummy_crm03_v2,10.20.101.0/24,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,bwp01dmz,10.20.4.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,bwp01data,10.20.4.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present; delegated to Microsoft.DBforMySQL/flexibleServers - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,crm07dmz,10.20.5.128/26,NOT_EVALUATED,True,d01ablkbvn,,,,,INFERRED,INFERRED (no NIC present): VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,crm07data,10.20.2.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,crm07app,10.20.5.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,crm07web,10.20.5.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,bwp01web,10.20.4.128/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present; delegated to Microsoft.Web/serverFarms - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,fnx06dmz,10.20.6.128/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,fnx06data,10.20.5.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,fnx06app,10.20.6.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,fnx06web,10.20.6.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,bwp01ase,10.20.14.0/24,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present; delegated to Microsoft.Web/hostingEnvironments - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml01data,10.20.12.128/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml01app,10.20.12.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml01web,10.20.15.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml01dmz,10.20.16.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,rsp02dmz,10.20.9.192/26,NOT_EVALUATED,True,d01ablkbvn,,,,,INFERRED,INFERRED (no NIC present): VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,rsp02data,10.20.9.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,rsp02app,10.20.9.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,rsp02web,10.20.9.128/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,alt02dmz,10.20.16.64/26,NOT_EVALUATED,True,d01ablkbvn,,,,,INFERRED,INFERRED (no NIC present): VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,alt02data,10.20.15.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,alt02app,10.20.15.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,alt02web,10.20.15.128/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml02dmz,10.20.12.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml02data,10.20.4.64/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml02app,10.20.6.192/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01ablkbrg,d01ablkbvn,eml02web,10.20.12.0/26,NOT_EVALUATED,True,d01ablkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01ablkbrg/providers/Microsoft.Network/routeTables/d01azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd01azcc01rt'; VNet peered to hub (Connected); hub connection 'd01ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01atfm01net01blkbrg,d01atfm01blkbvn,bwp02web,10.34.4.64/26,NOT_EVALUATED,True,d01atfm01blkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01atfm01net01blkbrg/providers/Microsoft.Network/routeTables/d01atfm01zcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01atfm01zcc01rt'; VNet peered to hub (Connected); hub connection 'd01atfm01blkbvn' present; delegated to Microsoft.Web/serverFarms - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01atfm01net01blkbrg,d01atfm01blkbvn,bwp02data,10.34.4.0/26,NOT_EVALUATED,True,d01atfm01blkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01atfm01net01blkbrg/providers/Microsoft.Network/routeTables/d01atfm01zcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01atfm01zcc01rt'; VNet peered to hub (Connected); hub connection 'd01atfm01blkbvn' present; delegated to Microsoft.DBforMySQL/flexibleServers - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01atfm01net01blkbrg,d01atfm01blkbvn,bwp02dmz,10.34.4.128/26,NOT_EVALUATED,True,d01atfm01blkbvn,,,,,INFERRED,INFERRED (no NIC present): VNet peered to hub (Connected); hub connection 'd01atfm01blkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,d01atfm01net01blkbrg,d01atfm01blkbvn,bwp02ase,10.34.7.0/24,NOT_EVALUATED,True,d01atfm01blkbvn,/subscriptions/d050ee34-b513-4364-891c-067f86282fe4/resourceGroups/d01atfm01net01blkbrg/providers/Microsoft.Network/routeTables/d01atfm01zcc01rt,,,,INFERRED,"INFERRED (no NIC present): has UDR 'd01atfm01zcc01rt'; VNet peered to hub (Connected); hub connection 'd01atfm01blkbvn' present; delegated to Microsoft.Web/hostingEnvironments - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,delt-sql-01_group,delt-sql-01-vnet,default,10.0.0.0/24,NOT_EVALUATED,False,,,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,es-arm-foundry-deployment01-eastus2,agent-vnet-test,agent-subnet,192.168.0.0/24,NOT_EVALUATED,False,,,,,,INFERRED,"INFERRED (no NIC present): delegated to Microsoft.App/environments - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,es-arm-foundry-deployment01-eastus2,agent-vnet-test,pe-subnet,192.168.1.0/24,NOT_EVALUATED,False,,,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,severed-agent-testing-2,agent-vnet-test,agent-subnet,192.168.0.0/24,NOT_EVALUATED,False,,,,,,INFERRED,"INFERRED (no NIC present): delegated to Microsoft.App/environments - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,severed-agent-testing-2,agent-vnet-test,pe-subnet,192.168.1.0/24,NOT_EVALUATED,False,,,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,severed-agent-testing,agent-vnet-test,agent-subnet,192.168.0.0/24,NOT_EVALUATED,False,,,,,,INFERRED,"INFERRED (no NIC present): delegated to Microsoft.App/environments - service-injected, no user NIC",ratnavo.dutta-adm@blackbaud.me
Dev - D01,d050ee34-b513-4364-891c-067f86282fe4,RDO,Development,severed-agent-testing,agent-vnet-test,pe-subnet,192.168.1.0/24,NOT_EVALUATED,False,,,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D05,71c89712-0d98-4188-bb5a-cbb239899097,RDO,Development,d05openaitest,vnet01,subnet-1,172.16.0.0/26,NOT_EVALUATED,False,,,,,,INFERRED,"INFERRED (no NIC present): empty subnet, no NIC/UDR/peering signal available",
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,GatewaySubnet,10.6.0.0/28,EXPECTED_BYPASS,True,d06ablkbvn,,,,,NONE,Infrastructure subnet - bypass by design.,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,ops01dmz,10.6.1.192/26,NOT_EVALUATED,True,d06ablkbvn,/subscriptions/aa89a992-d05f-4885-baa0-eb7b605946a3/resourceGroups/d06ablkbrg/providers/Microsoft.Network/routeTables/d06azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd06azcc01rt'; VNet peered to hub (Connected); hub connection 'd06ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,azurebastionsubnet,10.6.2.0/26,EXPECTED_BYPASS,True,d06ablkbvn,,,,,NONE,Infrastructure subnet - bypass by design.,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,AzureFirewallSubnet,10.6.0.128/25,EXPECTED_BYPASS,True,d06ablkbvn,,,,,NONE,Infrastructure subnet - bypass by design.,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,ops01data,10.6.1.0/26,NOT_EVALUATED,True,d06ablkbvn,/subscriptions/aa89a992-d05f-4885-baa0-eb7b605946a3/resourceGroups/d06ablkbrg/providers/Microsoft.Network/routeTables/d06azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,ops01web,10.6.1.128/26,NOT_EVALUATED,True,d06ablkbvn,/subscriptions/aa89a992-d05f-4885-baa0-eb7b605946a3/resourceGroups/d06ablkbrg/providers/Microsoft.Network/routeTables/d06azcc01rt,,,,INFERRED,INFERRED (no NIC present): has UDR 'd06azcc01rt'; VNet peered to hub (Connected); hub connection 'd06ablkbvn' present,ratnavo.dutta-adm@blackbaud.me
Dev - D06,aa89a992-d05f-4885-baa0-eb7b605946a3,RDO,Development,d06ablkbrg,d06ablkbvn,ops01app,10.6.1.64/26,NOT_EVALUATED,True,d06ablkbvn,/subscriptions/aa89a992-d05f-4885-baa0-eb7b605946a3/resourceGroups/d06ablkbrg/providers/Microsoft.Network/routeTables/d06azcc01rt,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D07,cc085d57-0f75-4941-9818-b3bf86d50b29,RDO,Development,d07ablkbrg,d07ablkbvn,bgf01app,10.235.2.64/26,NOT_EVALUATED,True,d07ablkbvn,/subscriptions/cc085d57-0f75-4941-9818-b3bf86d50b29/resourceGroups/d07aops01blkbrg/providers/Microsoft.Network/routeTables/e01-egress,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
Dev - D07,cc085d57-0f75-4941-9818-b3bf86d50b29,RDO,Development,d07ablkbrg,d07ablkbvn,bgf01data,10.235.2.0/26,NOT_EVALUATED,True,d07ablkbvn,/subscriptions/cc085d57-0f75-4941-9818-b3bf86d50b29/resourceGroups/d07aops01blkbrg/providers/Microsoft.Network/routeTables/e01-egress,,,,INFERRED,INSUFFICIENT_ROLE: pre-flight capability probe determined account 'ratnavo.dutta-adm@blackbaud.me' cannot read effective routes in this subscription (see Capability_Matrix sheet). Effective-route call skipped to avoid burning the scan on a guaranteed 403; grant Contributor (or a custom role with Microsoft.Network/networkInterfaces/effectiveRouteTable/action) and re-run.,ratnavo.dutta-adm@blackbaud.me
